time_s,rpm,current_A,torque_Nm,back_emf_V,omega_rad_s,voltage_V,load_Nm
0,0,0,0,0,0,0,0
5e-05,0,0,0,0,0,0,0
0.0001,0,0,0,0,0,0,0
0.00015,0,0,0,0,0,0,0
0.0002,0,0,0,0,0,0,0
0.00025,0,0,0,0,0,0,0
0.0003,0,0,0,0,0,0,0
0.00035,0,0,0,0,0,0,0
0.0004,0,0,0,0,0,0,0
0.00045,0,0,0,0,0,0,0
0.0005,0,0,0,0,0,0,0
0.00055,0,0,0,0,0,0,0
0.0006,0,0,0,0,0,0,0
0.00065,0,0,0,0,0,0,0
0.0007,0,0,0,0,0,0,0
0.00075,0,0,0,0,0,0,0
0.0008,0,0,0,0,0,0,0
0.00085,0,0,0,0,0,0,0
0.0009,0,0,0,0,0,0,0
0.00095,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0
0.00105,0,0,0,0,0,0,0
0.0011,0,0,0,0,0,0,0
0.00115,0,0,0,0,0,0,0
0.0012,0,0,0,0,0,0,0
0.00125,0,0,0,0,0,0,0
0.0013,0,0,0,0,0,0,0
0.00135,0,0,0,0,0,0,0
0.0014,0,0,0,0,0,0,0
0.00145,0,0,0,0,0,0,0
0.0015,0,0,0,0,0,0,0
0.00155,0,0,0,0,0,0,0
0.0016,0,0,0,0,0,0,0
0.00165,0,0,0,0,0,0,0
0.0017,0,0,0,0,0,0,0
0.00175,0,0,0,0,0,0,0
0.0018,0,0,0,0,0,0,0
0.00185,0,0,0,0,0,0,0
0.0019,0,0,0,0,0,0,0
0.00195,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0
0.00205,0,0,0,0,0,0,0
0.0021,0,0,0,0,0,0,0
0.00215,0,0,0,0,0,0,0
0.0022,0,0,0,0,0,0,0
0.00225,0,0,0,0,0,0,0
0.0023,0,0,0,0,0,0,0
0.00235,0,0,0,0,0,0,0
0.0024,0,0,0,0,0,0,0
0.00245,0,0,0,0,0,0,0
0.0025,0,0,0,0,0,0,0
0.00255,0,0,0,0,0,0,0
0.0026,0,0,0,0,0,0,0
0.00265,0,0,0,0,0,0,0
0.0027,0,0,0,0,0,0,0
0.00275,0,0,0,0,0,0,0
0.0028,0,0,0,0,0,0,0
0.00285,0,0,0,0,0,0,0
0.0029,0,0,0,0,0,0,0
0.00295,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0
0.00305,0,0,0,0,0,0,0
0.0031,0,0,0,0,0,0,0
0.00315,0,0,0,0,0,0,0
0.0032,0,0,0,0,0,0,0
0.00325,0,0,0,0,0,0,0
0.0033,0,0,0,0,0,0,0
0.00335,0,0,0,0,0,0,0
0.0034,0,0,0,0,0,0,0
0.00345,0,0,0,0,0,0,0
0.0035,0,0,0,0,0,0,0
0.00355,0,0,0,0,0,0,0
0.0036,0,0,0,0,0,0,0
0.00365,0,0,0,0,0,0,0
0.0037,0,0,0,0,0,0,0
0.00375,0,0,0,0,0,0,0
0.0038,0,0,0,0,0,0,0
0.00385,0,0,0,0,0,0,0
0.0039,0,0,0,0,0,0,0
0.00395,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0
0.00405,0,0,0,0,0,0,0
0.0041,0,0,0,0,0,0,0
0.00415,0,0,0,0,0,0,0
0.0042,0,0,0,0,0,0,0
0.00425,0,0,0,0,0,0,0
0.0043,0,0,0,0,0,0,0
0.00435,0,0,0,0,0,0,0
0.0044,0,0,0,0,0,0,0
0.00445,0,0,0,0,0,0,0
0.0045,0,0,0,0,0,0,0
0.00455,0,0,0,0,0,0,0
0.0046,0,0,0,0,0,0,0
0.00465,0,0,0,0,0,0,0
0.0047,0,0,0,0,0,0,0
0.00475,0,0,0,0,0,0,0
0.0048,0,0,0,0,0,0,0
0.00485,0,0,0,0,0,0,0
0.0049,0,0,0,0,0,0,0
0.00495,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0
0.00505,0,0,0,0,0,0,0
0.0051,0,0,0,0,0,0,0
0.00515,0,0,0,0,0,0,0
0.0052,0,0,0,0,0,0,0
0.00525,0,0,0,0,0,0,0
0.0053,0,0,0,0,0,0,0
0.00535,0,0,0,0,0,0,0
0.0054,0,0,0,0,0,0,0
0.00544999999999999,0,0,0,0,0,0,0
0.00549999999999999,0,0,0,0,0,0,0
0.00554999999999999,0,0,0,0,0,0,0
0.00559999999999999,0,0,0,0,0,0,0
0.00564999999999999,0,0,0,0,0,0,0
0.00569999999999999,0,0,0,0,0,0,0
0.00574999999999999,0,0,0,0,0,0,0
0.00579999999999999,0,0,0,0,0,0,0
0.00584999999999999,0,0,0,0,0,0,0
0.00589999999999999,0,0,0,0,0,0,0
0.00594999999999999,0,0,0,0,0,0,0
0.00599999999999999,0,0,0,0,0,0,0
0.00604999999999999,0,0,0,0,0,0,0
0.00609999999999999,0,0,0,0,0,0,0
0.00614999999999999,0,0,0,0,0,0,0
0.00619999999999999,0,0,0,0,0,0,0
0.00624999999999999,0,0,0,0,0,0,0
0.00629999999999999,0,0,0,0,0,0,0
0.00634999999999999,0,0,0,0,0,0,0
0.00639999999999999,0,0,0,0,0,0,0
